sample_index,sim_time_s,mobile_x,mobile_y,mobile_state,mobile_rloc16,parent_extaddr,parent_rloc16,parent_node_guess,parent_link_quality_in,parent_link_quality_out,parent_age,parent_version,mobile_to_parent_target,mobile_to_parent_target_rloc16,mobile_to_parent_target_extaddr,mobile_tx_power_dbm,mobile_verified_tx_power_dbm,mobile_to_parent_target_tx_power_dbm,mobile_to_parent_target_verified_tx_power_dbm,mobile_to_parent_tx,mobile_to_parent_rx,mobile_to_parent_loss_pct,mobile_to_parent_rtt_min_ms,mobile_to_parent_rtt_avg_ms,mobile_to_parent_rtt_max_ms,mobile_to_parent_sim_rss_method,mobile_to_parent_sim_rss_match_status,mobile_to_parent_sim_rss_match_confidence,mobile_to_parent_request_rx_sim_rss_dbm,mobile_to_parent_request_rx_sim_lqi,mobile_to_parent_reply_rx_sim_rss_dbm,mobile_to_parent_reply_rx_sim_lqi,mobile_to_parent_sim_rss_event_time_s,parent_switch,connectivity_ok,selected_radio_model,device_profile,thread_device_type,parent_search_config,packet_probe_reliable,primary_parent_observation,scenario_phase,removed_parent_node,removed_parent_node_id,directed_target_node,directed_target_extaddr,ip_counters_json,mle_counters_json,router_a_scan_dbm,router_a_scan_lqi,router_b_scan_dbm,router_b_scan_lqi,router_c_scan_dbm,router_c_scan_lqi,router_d_scan_dbm,router_d_scan_lqi
0,306.0,375.0,300.0,child,e401,f61f10f10ee20aa4,e400,router_a,3,3,0,5,,5000,066318587284321e,0.0,0.0,,,,,,,,,,,,,,,,,True,False,MutualInterference,minimal_end_device,,disabled,True,packet_probe,post_parent_removal,router_b,2,router_a,f61f10f10ee20aa4,"{""RxFailed"": ""0"", ""RxSuccess"": ""8"", ""TxFailed"": ""0"", ""TxSuccess"": ""5""}","{""Attach Attempts"": ""1"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""1"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""4763"", ""Time Detached Milli"": ""1237"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""6000""}",,,,,,,,
1,307.0,375.0,300.0,child,e401,f61f10f10ee20aa4,e400,router_a,3,3,1,5,router_a,e400,f61f10f10ee20aa4,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,6.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,,disabled,True,packet_probe,post_parent_removal,router_b,2,router_a,f61f10f10ee20aa4,"{""RxFailed"": ""0"", ""RxSuccess"": ""9"", ""TxFailed"": ""0"", ""TxSuccess"": ""6""}","{""Attach Attempts"": ""1"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""1"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""5763"", ""Time Detached Milli"": ""1237"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""7000""}",,,,,,,,
2,308.0,375.0,300.0,child,e401,f61f10f10ee20aa4,e400,router_a,3,3,2,5,router_a,e400,f61f10f10ee20aa4,0.0,0.0,0.0,0.0,1,1,0.0,8.0,8.0,8.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,,disabled,True,packet_probe,post_parent_removal,router_b,2,router_a,f61f10f10ee20aa4,"{""RxFailed"": ""0"", ""RxSuccess"": ""10"", ""TxFailed"": ""0"", ""TxSuccess"": ""7""}","{""Attach Attempts"": ""1"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""1"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""6763"", ""Time Detached Milli"": ""1237"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""8000""}",,,,,,,,
3,309.0,375.0,300.0,child,e401,f61f10f10ee20aa4,e400,router_a,3,3,3,5,router_a,e400,f61f10f10ee20aa4,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,6.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,,disabled,True,packet_probe,post_parent_removal,router_b,2,router_a,f61f10f10ee20aa4,"{""RxFailed"": ""0"", ""RxSuccess"": ""11"", ""TxFailed"": ""0"", ""TxSuccess"": ""8""}","{""Attach Attempts"": ""1"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""1"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""7763"", ""Time Detached Milli"": ""1237"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""9000""}",,,,,,,,
4,310.0,375.0,300.0,child,e401,f61f10f10ee20aa4,e400,router_a,3,3,4,5,router_a,e400,f61f10f10ee20aa4,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,6.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,,disabled,True,packet_probe,post_parent_removal,router_b,2,router_a,f61f10f10ee20aa4,"{""RxFailed"": ""0"", ""RxSuccess"": ""12"", ""TxFailed"": ""0"", ""TxSuccess"": ""9""}","{""Attach Attempts"": ""1"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""1"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""8763"", ""Time Detached Milli"": ""1237"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""10000""}",,,,,,,,
5,311.0,375.0,300.0,child,e401,f61f10f10ee20aa4,e400,router_a,3,3,5,5,router_a,e400,f61f10f10ee20aa4,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,6.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,,disabled,True,packet_probe,post_parent_removal,router_b,2,router_a,f61f10f10ee20aa4,"{""RxFailed"": ""0"", ""RxSuccess"": ""13"", ""TxFailed"": ""0"", ""TxSuccess"": ""10""}","{""Attach Attempts"": ""1"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""1"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""9763"", ""Time Detached Milli"": ""1237"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""11000""}",,,,,,,,
6,312.0,375.0,300.0,child,e401,f61f10f10ee20aa4,e400,router_a,3,3,6,5,router_a,e400,f61f10f10ee20aa4,0.0,0.0,0.0,0.0,1,1,0.0,10.0,10.0,10.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,,disabled,True,packet_probe,post_parent_removal,router_b,2,router_a,f61f10f10ee20aa4,"{""RxFailed"": ""0"", ""RxSuccess"": ""15"", ""TxFailed"": ""0"", ""TxSuccess"": ""11""}","{""Attach Attempts"": ""1"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""1"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""10763"", ""Time Detached Milli"": ""1237"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""12000""}",,,,,,,,
7,313.0,375.0,300.0,child,e401,f61f10f10ee20aa4,e400,router_a,3,3,0,5,router_a,e400,f61f10f10ee20aa4,0.0,0.0,0.0,0.0,1,1,0.0,7.0,7.0,7.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,,disabled,True,packet_probe,post_parent_removal,router_b,2,router_a,f61f10f10ee20aa4,"{""RxFailed"": ""0"", ""RxSuccess"": ""18"", ""TxFailed"": ""0"", ""TxSuccess"": ""12""}","{""Attach Attempts"": ""1"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""1"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""11763"", ""Time Detached Milli"": ""1237"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""13000""}",,,,,,,,
8,314.0,375.0,300.0,child,e401,f61f10f10ee20aa4,e400,router_a,3,3,1,5,router_a,e400,f61f10f10ee20aa4,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,6.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,,disabled,True,packet_probe,post_parent_removal,router_b,2,router_a,f61f10f10ee20aa4,"{""RxFailed"": ""0"", ""RxSuccess"": ""19"", ""TxFailed"": ""0"", ""TxSuccess"": ""13""}","{""Attach Attempts"": ""1"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""1"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""12763"", ""Time Detached Milli"": ""1237"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""14000""}",,,,,,,,
9,315.0,375.0,300.0,child,e401,f61f10f10ee20aa4,e400,router_a,3,3,2,5,router_a,e400,f61f10f10ee20aa4,0.0,0.0,0.0,0.0,1,1,0.0,5.0,5.0,5.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,,disabled,True,packet_probe,post_parent_removal,router_b,2,router_a,f61f10f10ee20aa4,"{""RxFailed"": ""0"", ""RxSuccess"": ""20"", ""TxFailed"": ""0"", ""TxSuccess"": ""14""}","{""Attach Attempts"": ""1"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""1"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""13763"", ""Time Detached Milli"": ""1237"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""15000""}",,,,,,,,
